doc_id,travel_sponsor,sponsors_cleaned,sponsor
500006931,Fu Jen Catholic University,Fu Jen Catholic University,Fu Jen Catholic University
500006933,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500006937,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500006938,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500006939,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500006942,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500006945,"Consumer Electronics Association (""CES"")",Consumer Technology Association,Consumer Technology Association
500006946,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500006947,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500006949,Consumer Electronic Association,Consumer Technology Association,Consumer Technology Association
500006950,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500006951,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500006952,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500006955,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500006956,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500006958,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500006961,Alliance to Save Energy,Alliance To Save Energy,Alliance to Save Energy
500006962,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500006964,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500006965,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500006966,Consumer Electronics Association (CEA),Consumer Technology Association,Consumer Technology Association
500006967,The Aspen Institute Education and Society Program,Aspen Institute,The Aspen Institute
500006968,Aspen Institute,Aspen Institute,The Aspen Institute
500006969,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500006970,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500006971,Aspen Institute Education and Society Program,Aspen Institute,The Aspen Institute
500006984,Alliance to Save Energy,Alliance To Save Energy,Alliance to Save Energy
500006985,The Aspen Institute Education and Society Program,Aspen Institute,The Aspen Institute
500006986,International Association of Democratic Lawyers and the Vietnam Association of Victims of Agent Ora,International Association Of Democratic Lawyers;Vietnam Association Of Victims Of Agent Orange,International Association of Democratic Lawyers
500006986,International Association of Democratic Lawyers and the Vietnam Association of Victims of Agent Ora,International Association Of Democratic Lawyers;Vietnam Association Of Victims Of Agent Orange,Vietnam Association of Victims of Agent Orange
500006987,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500006989,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500006990,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500006991,Congressional Institute,Congressional Institute,Congressional Institute
500006992,US/Japan - South Korea Legislative Exchange Program,US-Japan-South Korea Legislative Exchange Program at George Washington University,U.S.-Japan-South Korea Legislative Exchange Program
500006993,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500006994,The Commonwealth Fund and Alliance for Human Reform,The Commonwealth Fund; Alliance For Human Reform,Commonwealth Fund
500006994,The Commonwealth Fund and Alliance for Human Reform,The Commonwealth Fund; Alliance For Human Reform,Alliance for Human Reform
500006996,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500006997,"CARE, Inc.",Cooperative Assistance for Relief Everywhere,Cooperative for Assistance and Relief Everywhere
500006999,US - Japan - South Korea Legislative Exchange Program under a grant from the US - Japan Friendship,US-Japan-South Korea Legislative Exchange Program at George Washington University;Japan-US Friendship Commission,U.S.-Japan-South Korea Legislative Exchange Program
500006999,US - Japan - South Korea Legislative Exchange Program under a grant from the US - Japan Friendship,US-Japan-South Korea Legislative Exchange Program at George Washington University;Japan-US Friendship Commission,Japan-US Friendship Commission
500007001,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500007002,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500007003,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500007005,Progressive Congress.org,Progressive Caucus Center,Progressive Caucus Center
500007006,"CARE, Inc.",Cooperative Assistance for Relief Everywhere,Cooperative for Assistance and Relief Everywhere
500007007,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500007008,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500007010,The Humpty Dumpty Institute (HDI) and United Nations Foundation (UNF),Humpty Dumpty Institute;United Nations Foundation,Humpty Dumpty Institute
500007010,The Humpty Dumpty Institute (HDI) and United Nations Foundation (UNF),Humpty Dumpty Institute;United Nations Foundation,United Nations Foundation
500007011,The Humpty Dumpty Institute (HDI) and United Nations Foundation (UNF),Humpty Dumpty Institute;United Nations Foundation,Humpty Dumpty Institute
500007011,The Humpty Dumpty Institute (HDI) and United Nations Foundation (UNF),Humpty Dumpty Institute;United Nations Foundation,United Nations Foundation
500007012,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500007013,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500007014,Alliance to Save Energy,Alliance To Save Energy,Alliance to Save Energy
500007015,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500007016,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500007017,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500007020,ProgressiveCongress.org,Progressive Caucus Center,Progressive Caucus Center
500007021,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500007024,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500007025,Humpty Dumpty Institute,Humpty Dumpty Institute,Humpty Dumpty Institute
500007026,ProgressiveCongress.org,Progressive Caucus Center,Progressive Caucus Center
500007028,Alliance to Save Energy,Alliance To Save Energy,Alliance to Save Energy
500007029,Elon University,Elon University,Elon University
500007031,ProgressiveCongress.org,Progressive Caucus Center,Progressive Caucus Center
500007032,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500007035,ProgressiveCongress.org,Progressive Caucus Center,Progressive Caucus Center
500007036,ProgressiveCongress.org,Progressive Caucus Center,Progressive Caucus Center
500007037,The Everglades Foundation,The Everglades Foundation,Everglades Foundation
500007038,American Israel Education Foundation,American Israel Education Foundation,American Israel Education Foundation
500007040,ProgressiveCongress.org,Progressive Caucus Center,Progressive Caucus Center
500007041,Everglades foundation,Everglades Foundation,Everglades Foundation
500007042,ProgressiveCongress.org,Progressive Caucus Center,Progressive Caucus Center
500007043,Yale University,Yale University,Yale University
500007044,Elon University,Elon University,Elon University
500007045,American Israel Education Foundation (AIEF),American Israel Education Foundation,American Israel Education Foundation
500007046,American Israel Education Foundation (AIEF),American Israel Education Foundation,American Israel Education Foundation
500007047,ProgressiveCongress.org,Progressive Caucus Center,Progressive Caucus Center
500007048,The Maureen and Mike Mansfield Foundation and the Smith Richardson Foundation,The Maureen And Mike Mansfield Foundation;The Smith Richardson Foundation,The Maureen and Mike Mansfield Foundation
500007048,The Maureen and Mike Mansfield Foundation and the Smith Richardson Foundation,The Maureen And Mike Mansfield Foundation;The Smith Richardson Foundation,The Smith Richardson Foundation
500007049,ProgressiveCongress.org,Progressive Caucus Center,Progressive Caucus Center
500007050,ProgressiveCongress.org,Progressive Caucus Center,Progressive Caucus Center
500007051,Humpty Dumpty Institute,Humpty Dumpty Institute,Humpty Dumpty Institute
500007052,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500007053,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500007054,ProgressiveCongress.org,Progressive Caucus Center,Progressive Caucus Center
500007055,ProgressiveCongress.org,Progressive Caucus Center,Progressive Caucus Center
500007056,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500007057,American Israel Education Foundation (AIEF),American Israel Education Foundation,American Israel Education Foundation
500007058,AIEF (American Israel Education Foundation),American Israel Education Foundation,American Israel Education Foundation
500007060,US-Japan Legislative Exchange Program under a grant from the Japan-US Friendship Commision to the GW,Us-japan Legislative Exchange Program Under A Grant From The Japan-us Friendship Commision To The Gw,U.S.-Japan Legislative Exchange Program
500007061,The Humpty Dumpty Institute (HDI) and United Nations Foundation (UNF),Humpty Dumpty Institute;United Nations Foundation,Humpty Dumpty Institute
500007061,The Humpty Dumpty Institute (HDI) and United Nations Foundation (UNF),Humpty Dumpty Institute;United Nations Foundation,United Nations Foundation
500007062,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500007064,Alliance to Save Energy,Alliance To Save Energy,Alliance to Save Energy
500007065,Progressive Congress,Congressional Progressive Caucus,Congressional Progressive Caucus
500007066,American Israeli Education Foundation,American Israel Education Foundation,American Israel Education Foundation
500007068,ProgressiveCongress.org,Progressive Caucus Center,Progressive Caucus Center
500007069,The Humpty Dumpty Institute (HDI) and United Nations Foundation (UNF),Humpty Dumpty Institute;United Nations Foundation,Humpty Dumpty Institute
500007069,The Humpty Dumpty Institute (HDI) and United Nations Foundation (UNF),Humpty Dumpty Institute;United Nations Foundation,United Nations Foundation
500007070,The Humpty Dumpty Institute (HDI) and the United Nations Foundation (UNF),Humpty Dumpty Institute;United Nations Foundation,Humpty Dumpty Institute
500007070,The Humpty Dumpty Institute (HDI) and the United Nations Foundation (UNF),Humpty Dumpty Institute;United Nations Foundation,United Nations Foundation
500007071,Everglades Foundation,Everglades Foundation,Everglades Foundation
500007072,The Humpty dumpty Institute (HDI) and United Nations Foundation (UNF),Humpty Dumpty Institute;United Nations Foundation,Humpty Dumpty Institute
500007072,The Humpty dumpty Institute (HDI) and United Nations Foundation (UNF),Humpty Dumpty Institute;United Nations Foundation,United Nations Foundation
500007073,The Humpty Dumpty Institute (HDI) and United Nations Foundation (UNF),Humpty Dumpty Institute;United Nations Foundation,Humpty Dumpty Institute
500007073,The Humpty Dumpty Institute (HDI) and United Nations Foundation (UNF),Humpty Dumpty Institute;United Nations Foundation,United Nations Foundation
500007074,Everglades Foundation,Everglades Foundation,Everglades Foundation
500007075,ProgressiveCongress.org,Progressive Caucus Center,Progressive Caucus Center
500007076,ProgressiveCongress.Org,Progressive Caucus Center,Progressive Caucus Center
500007078,Heritage Foundation,Heritage Foundation,Heritage Foundation
500007079,ProgressiveCongress.Org,Progressive Caucus Center,Progressive Caucus Center
500007080,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500007081,ProgressiveCongress.Org,Progressive Caucus Center,Progressive Caucus Center
500007082,Everglades Foundation,Everglades Foundation,Everglades Foundation
500007083,ProgressiveCongress.Org,Progressive Caucus Center,Progressive Caucus Center
500007084,The Congressional Institute,Congressional Institute,Congressional Institute
500007085,The Congressional Institute,Congressional Institute,Congressional Institute
500007086,ProgressiveCongress.Org,Progressive Caucus Center,Progressive Caucus Center
500007087,Alliance To Save Energy,Alliance To Save Energy,Alliance to Save Energy
500007088,Alliance for Health Reform,Alliance For Health Policy,Alliance for Health Policy
500007090,The Congressional Institute,Congressional Institute,Congressional Institute
500007091,Congressional Institute,Congressional Institute,Congressional Institute
500007092,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500007093,ProgressiveCongress.org,Progressive Caucus Center,Progressive Caucus Center
500007095,Alliance for Health Reform Funded through a grant from the Commonwealth Fund,Alliance For Health Policy;The Commonwealth Fund,Alliance for Health Policy
500007095,Alliance for Health Reform Funded through a grant from the Commonwealth Fund,Alliance For Health Policy;The Commonwealth Fund,Commonwealth Fund
500007096,Alliance for Health reform - funded through a grant from the Commonwealth Fund,Alliance For Health Policy;The Commonwealth Fund,Alliance for Health Policy
500007096,Alliance for Health reform - funded through a grant from the Commonwealth Fund,Alliance For Health Policy;The Commonwealth Fund,Commonwealth Fund
500007097,The Congressional Institute,Congressional Institute,Congressional Institute
500007099,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500007100,Alliance for Health Reform - funded through a grant from the Commonwealth Fund,Alliance For Health Policy;The Commonwealth Fund,Alliance for Health Policy
500007100,Alliance for Health Reform - funded through a grant from the Commonwealth Fund,Alliance For Health Policy;The Commonwealth Fund,Commonwealth Fund
500007101,"CARE, Inc",Cooperative Assistance for Relief Everywhere,Cooperative for Assistance and Relief Everywhere
500007102,CT Dental Association,Connecticut State Dental Association,Connecticut State Dental Association
500007103,Everglades Foundation,Everglades Foundation,Everglades Foundation
500007114,Congressional Institute,Congressional Institute,Congressional Institute
500007115,ProgressiveCongress.org,Progressive Caucus Center,Progressive Caucus Center
500007116,Alliance for Health Reform,Alliance For Health Policy,Alliance for Health Policy
500007117,The Congressional Institute,Congressional Institute,Congressional Institute
500007118,Alliance for Health Reform - funded through a grant from the Commonwealth Fund.,Alliance For Health Policy;The Commonwealth Fund,Alliance for Health Policy
500007118,Alliance for Health Reform - funded through a grant from the Commonwealth Fund.,Alliance For Health Policy;The Commonwealth Fund,Commonwealth Fund
500007119,ProgressiveCongress.org,Progressive Caucus Center,Progressive Caucus Center
500007121,ProgressiveCongress.org,Progressive Caucus Center,Progressive Caucus Center
500007122,"CARE, Inc.",Cooperative Assistance for Relief Everywhere,Cooperative for Assistance and Relief Everywhere
500007123,Alliance for Health Reform and The Commonwealth Fund,Alliance For Health Policy;The Commonwealth Fund,Alliance for Health Policy
500007123,Alliance for Health Reform and The Commonwealth Fund,Alliance For Health Policy;The Commonwealth Fund,Commonwealth Fund
500007128,Progressive Congress,Congressional Progressive Caucus,Congressional Progressive Caucus
500007129,Progressive Congress,Congressional Progressive Caucus,Congressional Progressive Caucus
500007130,ASI,ASI,ASI
500007131,ProgressiveCongress.org,Progressive Caucus Center,Progressive Caucus Center
500007132,"Alliance for Health Reform, which received a grant for that purpose from The Commonwealth Fund",Alliance For Health Policy;The Commonwealth Fund,Alliance for Health Policy
500007132,"Alliance for Health Reform, which received a grant for that purpose from The Commonwealth Fund",Alliance For Health Policy;The Commonwealth Fund,Commonwealth Fund
500007133,Congressional Institute,Congressional Institute,Congressional Institute
500007134,Congressional Institute,Congressional Institute,Congressional Institute
500007135,ProgressiveCongress.org,Progressive Caucus Center,Progressive Caucus Center
500007136,The Congressional Institute,Congressional Institute,Congressional Institute
500007137,The Congressional Institute,Congressional Institute,Congressional Institute
500007138,Congressional Institute,Congressional Institute,Congressional Institute
500007139,The Congressional Institute,Congressional Institute,Congressional Institute
500007140,The Congressional Institute,Congressional Institute,Congressional Institute
500007141,The Congressional Institute,Congressional Institute,Congressional Institute
500007142,The Congressional Institute,Congressional Institute,Congressional Institute
500007143,The Congressional Institute,Congressional Institute,Congressional Institute
500007144,The Congressional Institute,Congressional Institute,Congressional Institute
500007145,Congressional Institute,Congressional Institute,Congressional Institute
500007146,Congressional Institute,Congressional Institute,Congressional Institute
500007147,The Congressional Institute,Congressional Institute,Congressional Institute
500007148,Congressional Institute,Congressional Institute,Congressional Institute
500007149,ProgressiveCongress.org,Progressive Caucus Center,Progressive Caucus Center
500007150,ProgressiveCongress.org,Progressive Caucus Center,Progressive Caucus Center
500007151,ProgressiveCongress.org,Progressive Caucus Center,Progressive Caucus Center
500007152,Alliance for Health Reform - funded through a grant from the Commonwealth fund,Alliance For Health Policy;The Commonwealth Fund,Alliance for Health Policy
500007152,Alliance for Health Reform - funded through a grant from the Commonwealth fund,Alliance For Health Policy;The Commonwealth Fund,Commonwealth Fund
500007153,Fu Jen Catholic University,Fu Jen Catholic University,Fu Jen Catholic University
500007154,Fu Jen Catholic University,Fu Jen Catholic University,Fu Jen Catholic University
500007157,ProgressiveCongress.org,Progressive Caucus Center,Progressive Caucus Center
500007158,ProgressiveCongress.org,Progressive Caucus Center,Progressive Caucus Center
500007159,ProgressiveCongress.org,Progressive Caucus Center,Progressive Caucus Center
500007160,ProgressiveCongress.Org,Progressive Caucus Center,Progressive Caucus Center
500007161,The Congressional Institute,Congressional Institute,Congressional Institute
500007162,ProgressiveCongress.org,Progressive Caucus Center,Progressive Caucus Center
500007163,Congressional Hispanic Caucus Insititute,Congressional Hispanic Caucus Institute,Congressional Hispanic Caucus Institute
500007164,"Alliance for Health Reform, which recieved a grant for that purpose from the Commonwealth Fund",Alliance For Health Policy;The Commonwealth Fund,Alliance for Health Policy
500007164,"Alliance for Health Reform, which recieved a grant for that purpose from the Commonwealth Fund",Alliance For Health Policy;The Commonwealth Fund,Commonwealth Fund
500007165,ProgressiveCongress.org,Progressive Caucus Center,Progressive Caucus Center
500007166,The Congressional Institute,Congressional Institute,Congressional Institute
500007167,The Congressional Institute,Congressional Institute,Congressional Institute
500007168,Consumer Electronics Association,Consumer Technology Association,Consumer Technology Association
500007169,The Congressional Institute,Congressional Institute,Congressional Institute
500007170,CES,CES,CES
500007171,ProgressiveCongress.org,Progressive Caucus Center,Progressive Caucus Center
500007172,ProgressiveCongress.org,Progressive Caucus Center,Progressive Caucus Center
500007173,The Congressional Institute,Congressional Institute,Congressional Institute
500007174,ProgressiveCongress.org,Progressive Caucus Center,Progressive Caucus Center
500007175,The Congressional Institute,Congressional Institute,Congressional Institute
500007177,ProgressiveCongress.org,Progressive Caucus Center,Progressive Caucus Center
500007185,The Commonwealth Fund and Alliance for Health Reform,Alliance For Health Policy;The Commonwealth Fund,Alliance for Health Policy
500007185,The Commonwealth Fund and Alliance for Health Reform,Alliance For Health Policy;The Commonwealth Fund,Commonwealth Fund
500007186,Multicultural Educational Forum,Multicultural Educational Forum,Multicultural Educational Forum
500007187,Alliance for Health Reform,Alliance For Health Policy,Alliance for Health Policy
500007188,The Congressional Institute,Congressional Institute,Congressional Institute
500007189,The Congressional Institute,Congressional Institute,Congressional Institute
500007191,The Congressional Institute,Congressional Institute,Congressional Institute
500007192,The Congressional Institute,Congressional Institute,Congressional Institute
500007193,The Congressional Institute,Congressional Institute,Congressional Institute
500007194,The Congressional Institute,Congressional Institute,Congressional Institute
500007195,The Congressional Institute,Congressional Institute,Congressional Institute
500007196,Congressional Institute,Congressional Institute,Congressional Institute
500007197,Congressional Institute,Congressional Institute,Congressional Institute
500007198,The Congressional Institute,Congressional Institute,Congressional Institute
500007200,The Congressional Institute,Congressional Institute,Congressional Institute
500007201,The Congressional Institute,Congressional Institute,Congressional Institute
500007202,Congressional Institute,Congressional Institute,Congressional Institute
500007203,The Congressional Institute,Congressional Institute,Congressional Institute
500007204,Congressional Institute,Congressional Institute,Congressional Institute
500007206,ProgressiveCongress.org,Progressive Caucus Center,Progressive Caucus Center
500007207,Congressional Institute,Congressional Institute,Congressional Institute
500007208,The Congressional Institute,Congressional Institute,Congressional Institute
500007209,The Congressional Institute,Congressional Institute,Congressional Institute
500007210,Alliance for Health Reform,Alliance For Health Policy,Alliance for Health Policy
500007212,Congressional Institute,Congressional Institute,Congressional Institute
500007213,Congressional Institute,Congressional Institute,Congressional Institute
500007214,Congressional Institute,Congressional Institute,Congressional Institute
500007215,Congressional Institute,Congressional Institute,Congressional Institute
500007216,Congressional Institute,Congressional Institute,Congressional Institute
500007217,The Congressional Institute,Congressional Institute,Congressional Institute
500007219,Congressional Institute,Congressional Institute,Congressional Institute
500007223,The Congressional Institute,Congressional Institute,Congressional Institute
500007225,The Congressional Institute,Congressional Institute,Congressional Institute
500007226,Alliance for Health Reform - funded through a grant from The Commonwealth Fund,Alliance For Health Policy;The Commonwealth Fund,Alliance for Health Policy
500007226,Alliance for Health Reform - funded through a grant from The Commonwealth Fund,Alliance For Health Policy;The Commonwealth Fund,Commonwealth Fund
500007228,The Congressional Institute,Congressional Institute,Congressional Institute
500007229,The Congressional Institute,Congressional Institute,Congressional Institute
500007230,The Congressional Institute,Congressional Institute,Congressional Institute
500007231,The Congressional Institute,Congressional Institute,Congressional Institute
500007232,The Congressional Institute,Congressional Institute,Congressional Institute
500007233,The Congressional Institute,Congressional Institute,Congressional Institute
500007236,The Congressional Istitute,Congressional Institute,Congressional Institute
500007237,The Congressional Institute,Congressional Institute,Congressional Institute
500007243,The Congressional Institute,Congressional Institute,Congressional Institute
500007244,Congressional Institute,Congressional Institute,Congressional Institute
500007245,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500007246,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500007248,Alliance for Health Reform - funded through a grant from the Commonwealth Fund,Alliance For Health Policy;The Commonwealth Fund,Alliance for Health Policy
500007248,Alliance for Health Reform - funded through a grant from the Commonwealth Fund,Alliance For Health Policy;The Commonwealth Fund,Commonwealth Fund
500007249,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500007250,Heritage Foundation,Heritage Foundation,Heritage Foundation
500007251,Heritage Foundation,Heritage Foundation,Heritage Foundation
500007252,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500007253,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500007254,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500007255,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500007256,Alliance for Health Reform - Funded via grant from the Commonwealth Fund,Alliance For Health Policy;The Commonwealth Fund,Alliance for Health Policy
500007256,Alliance for Health Reform - Funded via grant from the Commonwealth Fund,Alliance For Health Policy;The Commonwealth Fund,Commonwealth Fund
500007257,Alliance for Health Reform,Alliance For Health Policy,Alliance for Health Policy
500007258,The Heritage foundation,Heritage Foundation,Heritage Foundation
500007259,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500007260,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500007261,Everglades Foundation,Everglades Foundation,Everglades Foundation
500007262,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500007263,Heritage Foundation,Heritage Foundation,Heritage Foundation
500007264,The Congressional Institute,Congressional Institute,Congressional Institute
500007265,Congressional Institute,Congressional Institute,Congressional Institute
500007267,The Congressional Institute,Congressional Institute,Congressional Institute
500007268,The Atlantic Philanthropies,The Atlantic Philanthropies,The Atlantic Philanthropies
500007269,The Commonwealth Fund and the Alliance for Health Reform,Alliance For Health Policy;The Commonwealth Fund,Alliance for Health Policy
500007269,The Commonwealth Fund and the Alliance for Health Reform,Alliance For Health Policy;The Commonwealth Fund,Commonwealth Fund
500007270,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500007271,Heritage Foundation,Heritage Foundation,Heritage Foundation
500007272,Heritage Foundation,Heritage Foundation,Heritage Foundation
500007273,Congressional Institute,Congressional Institute,Congressional Institute
500007274,Humpty Dumpty Institute (HDI) and the United Nations Foundation,Humpty Dumpty Institute;United Nations Foundation,Humpty Dumpty Institute
500007274,Humpty Dumpty Institute (HDI) and the United Nations Foundation,Humpty Dumpty Institute;United Nations Foundation,United Nations Foundation
500007275,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500007276,Humpty Dumpty Institute (HDI) and the United Nations Foundation,Humpty Dumpty Institute;United Nations Foundation,Humpty Dumpty Institute
500007276,Humpty Dumpty Institute (HDI) and the United Nations Foundation,Humpty Dumpty Institute;United Nations Foundation,United Nations Foundation
500007277,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500007278,Heritage Foundation,Heritage Foundation,Heritage Foundation
500007279,ProgressiveCongress.org,Progressive Caucus Center,Progressive Caucus Center
500007280,Heritage Foundation,Heritage Foundation,Heritage Foundation
500007281,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500007282,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500007283,The Commonwealth Fund and the Alliance for Health Reform,Alliance For Health Policy;The Commonwealth Fund,Alliance for Health Policy
500007283,The Commonwealth Fund and the Alliance for Health Reform,Alliance For Health Policy;The Commonwealth Fund,Commonwealth Fund
500007284,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500007286,Heritage Foundation,Heritage Foundation,Heritage Foundation
500007287,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500007288,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500007290,Heritage Foundation,Heritage Foundation,Heritage Foundation
500007291,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500007292,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500007293,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500007294,Heritage Foundation,Heritage Foundation,Heritage Foundation
500007295,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500007300,Heritage Foundation,Heritage Foundation,Heritage Foundation
500007301,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500007302,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500007303,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500007304,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500007305,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500007307,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500007308,Heritage Foundation,Heritage Foundation,Heritage Foundation
500007309,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500007310,Congressional Institute,Congressional Institute,Congressional Institute
500007311,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500007313,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500007314,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500007315,Clover Club of Boston,Clover Club Of Boston,Clover Club of Boston
500007316,The German Marshall Fund of the United States (GMF) and The Robert Bosch Stiftung,German Marshall Fund Of The United States;Robert Bosch Stiftung,German Marshall Fund of the United States
500007316,The German Marshall Fund of the United States (GMF) and The Robert Bosch Stiftung,German Marshall Fund Of The United States;Robert Bosch Stiftung,Robert Bosch Stiftung
500007317,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500007318,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500007319,The National Guard Association of Kentucky,The National Guard Association Of Kentucky,The National Guard Association of Kentucky
500007320,Progressive Congress Org,Progressive Caucus Center,Progressive Caucus Center
500007321,Progressive Congress Org.,Progressive Caucus Center,Progressive Caucus Center
500007322,"The German Marshall Fund (GMF), The Robert Bosch Stifung",German Marshall Fund Of The United States;Robert Bosch Stifung,German Marshall Fund of the United States
500007322,"The German Marshall Fund (GMF), The Robert Bosch Stifung",German Marshall Fund Of The United States;Robert Bosch Stifung,Robert Bosch Stiftung
500007323,"German Marshall Fund of the United States, the Robert Bosch Stiftung",German Marshall Fund Of The United States;Robert Bosch Stiftung,German Marshall Fund of the United States
500007323,"German Marshall Fund of the United States, the Robert Bosch Stiftung",German Marshall Fund Of The United States;Robert Bosch Stiftung,Robert Bosch Stiftung
500007324,Heritage Foundation,Heritage Foundation,Heritage Foundation
500007326,Slifka Center for Jewish Life at Yale University,Slifka Center For Jewish Life At Yale University,Slifka Center for Jewish Life at Yale University
500007327,The Heritage Foundation,Heritage Foundation,Heritage Foundation
500007328,Casey Family Programs,Casey Family Programs,Casey Family Programs
500007329,"Phi Beta Sigma Fraternity, Inc",Phi Beta Sigma Fraternity,Phi Beta Sigma Fraternity
500007330,"Phi Beta Sigma, Inc.",Phi Beta Sigma Fraternity,Phi Beta Sigma Fraternity
500007331,The Heritage Foundation - did not pay for travel,Heritage Foundation,Heritage Foundation
500007332,"Waller, Lansden, Dortch & Davis","Waller, Lansden, Dortch & Davis","Waller, Lansden, Dortch & Davis"
500007333,"Waller, Lansden, Dortch & Davis","Waller, Lansden, Dortch & Davis","Waller, Lansden, Dortch & Davis"
500007335,International Law Society at Vanderbilt University Law School,International Law Society At Vanderbilt University Law School,International Law Society at Vanderbilt University Law School
500007336,The Aspen Institute Congressional Program,Aspen Institute,The Aspen Institute
500007337,The Aspen Institute Congressional Program,Aspen Institute,The Aspen Institute
500007339,The Everglades Foundation,The Everglades Foundation,Everglades Foundation
500007340,Jimmy Kimmel Live,Jimmy Kimmel Live,Jimmy Kimmel Live
500007341,The Aspen Institute Congressional Program,Aspen Institute,The Aspen Institute
500007342,Turkish Coalition of America,Turkish Coalition Of America,Turkish Coalition of America
500007343,Turkish Coalition of America,Turkish Coalition Of America,Turkish Coalition of America
500007344,Turkish Coalition of America,Turkish Coalition Of America,Turkish Coalition of America
500007345,Heritage,Heritage,Heritage Foundation
500007346,The National Turkey Federation,The National Turkey Federation,The National Turkey Federation
500007347,The Aspen Institute Congresional Program,Aspen Institute,The Aspen Institute
500007348,The Aspen Institute Congressional Program,Aspen Institute,The Aspen Institute
